timestamp,simple-path,time
2021-12-14 17:41:22.166,/master/welcome,5255
2021-12-14 17:41:22.555,/master/welcome,326
2021-12-14 17:41:24.478,/master/sign-in,1736
2021-12-14 17:41:25.757,/master/welcome,594
2021-12-14 17:41:28.571,/master/welcome,285
2021-12-14 17:41:29.267,/master/welcome,587
2021-12-14 17:41:29.685,/master/welcome,251
2021-12-14 17:41:29.947,/master/welcome,216
2021-12-14 17:41:30.644,/master/sign-in,590
2021-12-14 17:41:31.911,/master/welcome,589
2021-12-14 17:41:33.275,/officer/duty/create,1124
2021-12-14 17:41:35.039,/master/welcome,587
2021-12-14 17:43:46.385,/authenticated/duty/list,1154
2021-12-14 17:43:48.116,/authenticated/duty/show,597
2021-12-14 17:43:48.738,/master/welcome,233
2021-12-14 17:43:49.434,/master/welcome,590
2021-12-14 17:43:49.764,/master/welcome,236
2021-12-14 17:43:49.998,/master/welcome,202
2021-12-14 17:43:50.686,/master/sign-in,582
2021-12-14 17:43:51.971,/master/welcome,588
2021-12-14 17:43:52.939,/master/welcome,218
2021-12-14 17:43:53.641,/master/welcome,593
2021-12-14 17:43:58.416,/master/welcome,451
2021-12-14 17:43:58.761,/master/welcome,270
2021-12-14 17:43:59.534,/master/sign-in,610
2021-12-14 17:44:00.808,/master/welcome,604
2021-12-14 17:44:02.467,/master/welcome,265
2021-12-14 17:44:03.191,/master/welcome,598
2021-12-14 17:44:03.517,/master/welcome,250
2021-12-14 17:44:03.763,/master/welcome,216
2021-12-14 17:44:04.466,/master/sign-in,594
2021-12-14 17:44:05.763,/master/welcome,617
2021-12-14 17:44:06.621,/administrator/configuration/list,606
2021-12-14 17:44:07.679,/administrator/configuration/show,594
2021-12-14 17:44:08.18,/master/welcome,278
2021-12-14 17:44:08.873,/master/welcome,580
2021-12-14 17:44:09.17,/master/welcome,219
2021-12-14 17:44:09.406,/master/welcome,205
2021-12-14 17:44:10.106,/master/sign-in,591
2021-12-14 17:44:11.412,/master/welcome,592
2021-12-14 17:44:12.222,/administrator/configuration/list,589
2021-12-14 17:44:13.277,/administrator/configuration/show,589
2021-12-14 17:44:13.763,/master/welcome,269
2021-12-14 17:44:14.479,/master/welcome,605
2021-12-14 17:44:20.387,/master/welcome,369
2021-12-14 17:44:20.653,/master/welcome,230
2021-12-14 17:44:21.351,/master/sign-in,597
2021-12-14 17:44:22.636,/master/welcome,611
2021-12-14 17:44:24.288,/master/welcome,252
2021-12-14 17:44:24.993,/master/welcome,594
2021-12-14 17:44:25.372,/master/welcome,299
2021-12-14 17:44:25.632,/master/welcome,237
2021-12-14 17:44:26.334,/master/sign-in,593
2021-12-14 17:44:27.605,/master/welcome,587
2021-12-14 17:44:28.417,/administrator/configuration/list,593
2021-12-14 17:44:29.245,/administrator/configuration/show,592
2021-12-14 17:44:30.75,/administrator/configuration/list,1150
2021-12-14 17:44:31.569,/administrator/configuration/show,590
2021-12-14 17:44:32.067,/master/welcome,283
2021-12-14 17:44:32.765,/master/welcome,589
2021-12-14 17:44:33.046,/master/welcome,205
2021-12-14 17:44:33.274,/master/welcome,198
2021-12-14 17:44:33.981,/master/sign-in,597
2021-12-14 17:44:35.22,/master/welcome,588
2021-12-14 17:44:36.032,/administrator/configuration/list,595
2021-12-14 17:44:36.854,/administrator/configuration/show,586
2021-12-14 17:44:37.854,/administrator/configuration/list,649
2021-12-14 17:44:38.679,/administrator/configuration/show,593
2021-12-14 17:44:39.147,/master/welcome,255
2021-12-14 17:44:39.863,/master/welcome,597
