timestamp,test-class,test-method,time,description,result
2021-12-14 15:49:09.479,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,listAndShowTest,139907,"[1] recordIndex=0, title=Trying a little test",OK
2021-12-14 15:49:13.724,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,listAndShowNegativeTest,3931,"[1] ",OK
2021-12-14 15:49:29.39,administrator.AdministratorConfigurationListTest,listAndShowTest,5312,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, threshold=0.10, language=English",OK
2021-12-14 15:49:38.416,administrator.AdministratorConfigurationListTest,listAndShowTest,8744,"[2] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=0.10, language=Español",OK
2021-12-14 15:49:55.586,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,6962,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, threshold=0.20, language=English",OK
2021-12-14 15:50:02.649,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,6812,"[2] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=0.10, language=English",OK
2021-12-14 15:50:09.681,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,6781,"[3] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, blood, threshold=0.20, language=English",OK
2021-12-14 15:50:16.842,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,6908,"[4] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=0.20, language=Español",OK
2021-12-14 15:50:23.932,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,6822,"[5] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, sangre, threshold=0.10, language=Español",OK
2021-12-14 15:50:30.995,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,6801,"[6] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, threshold=0.10, language=Español",OK
2021-12-14 15:50:37.104,administrator.AdministratorConfigurationUpdateTest,updateNegativeTests,5855,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=-2, language=English",OK
2021-12-14 15:50:43.278,administrator.AdministratorConfigurationUpdateTest,updateNegativeTests,5867,"[2] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=2, language=English",OK
2021-12-14 15:50:49.368,administrator.AdministratorConfigurationUpdateTest,updateNegativeTests,5811,"[3] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=null, language=English",OK
2021-12-14 15:50:55.472,administrator.AdministratorConfigurationUpdateTest,updateNegativeTests,5872,"[4] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=-2, language=Español",OK
2021-12-14 15:51:01.58,administrator.AdministratorConfigurationUpdateTest,updateNegativeTests,5861,"[5] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=2, language=Español",OK
2021-12-14 15:51:07.724,administrator.AdministratorConfigurationUpdateTest,updateNegativeTests,5903,"[6] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=null, language=Español",OK
2021-12-14 15:51:21.493,acme.testing.anonymous.duty.AnonymousDutyListAndShowTest,listAndShowTest,2864,"[1] recordIndex=0, title=Play Dark Souls Remastered, startTime=2022/06/30 11:20, endTime=2022/06/30 15:20, workload=2.50, description=I love the reign of Lordran, info=https://web.archive.org/web/20110205223704/http://www.fromsoftware.jp/darksouls/, isPublic=true, officer=officer1Officer",OK
2021-12-14 15:51:24.636,acme.testing.anonymous.duty.AnonymousDutyListAndShowTest,listAndShowTest,2879,"[2] recordIndex=1, title=Study biology, startTime=2022/06/10 11:30, endTime=2022/06/13 13:00, workload=1.15, description=I'm a mad scientist, info=null, isPublic=true, officer=officer1Officer",OK
2021-12-14 15:51:25.102,acme.testing.anonymous.duty.AnonymousDutyListAndShowTest,listAndShowNegativeTest,232,"[1] ",OK
2021-12-14 15:51:25.557,acme.testing.anonymous.duty.AnonymousDutyListAndShowTest,listAndShowNegativeTest,220,"[2] ",OK
2021-12-14 15:51:40.545,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,show,4857,"[1] ratioShoutMarked=1.00, ratioShoutZeroXx4=0.25, averageByXXA=40.23, averageByXXB=19.20, averageByXXC=69.69, deviationByXXA=40.23, deviationByXXB=0.00, deviationByXXC=0.00, averageNumberOfJobsPerEmployer=2.00, averageNumberOfApplicationsPerWorker=1.00, averageNumberOfApplicationsPerEmployer=0.50, numberOfDutiesPublic=2, numberOfDutiesPrivate=2, numberOfDutiesFinished=0, numberOfDutiesUnfinished=4, averageWorkload=1.37, deviationWorkload=0.81, maximumWorkload=2.50, minimumWorkload=0.25, averageExecutionPeriod=0.83, deviationExecutionPeriod=1.52, maximumExecutionPeriod=3.06, minimumExecutionPeriod=0.01",OK
2021-12-14 15:51:56.191,acme.testing.officer.duty.OfficerDutyListAndShowTest,listAll,6051,"[1] recordIndex=0, title=Play Dark Souls Remastered, startTime=2022/06/30 11:20, endTime=2022/06/30 15:20, workload=2.50, description=I love the reign of Lordran, info=https://web.archive.org/web/20110205223704/http://www.fromsoftware.jp/darksouls/",OK
2021-12-14 15:52:02.572,acme.testing.officer.duty.OfficerDutyListAndShowTest,listAll,6114,"[2] recordIndex=1, title=Do the dishes, startTime=2022/06/28 12:00, endTime=2022/06/28 12:15, workload=0.25, description=I don't want to..., info=https://www.bosch-home.es/",OK
2021-12-14 15:52:08.913,acme.testing.officer.duty.OfficerDutyListAndShowTest,listAll,6091,"[3] recordIndex=2, title=Study biology, startTime=2022/06/10 11:30, endTime=2022/06/13 13:00, workload=1.15, description=I'm a mad scientist, info=null",OK
2021-12-14 15:52:15.373,acme.testing.officer.duty.OfficerDutyListAndShowTest,listAll,6148,"[4] recordIndex=3, title=Do excercice, startTime=2022/06/08 14:00, endTime=2022/06/08 16:00, workload=1.59, description=Getting power!, info=null",OK
2021-12-14 15:52:35.057,acme.testing.officer.duty.OfficerDutyUpdateTest,updatePositive,9971,"[1] recordIndex=3, title=Ir al Lidl, startTime=2022/10/10 11:00, endTime=2022/10/10 13:00, workload=0.15, description=compra los ingredientes especiales de la semana italiana, info=https://www.lidl.es/",OK
2021-12-14 15:52:42.06,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6757,"[1] recordIndex=3, title=null, startTime=2021/10/29 11:00, endTime=2021/10/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:52:49.033,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6678,"[2] recordIndex=3, title=Go to Mercadona, startTime=null, endTime=2021/10/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:52:55.923,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6654,"[3] recordIndex=3, title=Go to Mercadona, startTime=2021/10/29 11:00, endTime=null, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:53:02.721,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6547,"[4] recordIndex=3, title=Go to Mercadona, startTime=2021/10/29 11:00, endTime=2021/10/29 13:00, workload=null, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:53:09.633,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,6616,"[5] recordIndex=3, title=Go to Mercadona, startTime=2021/10/29 11:00, endTime=2021/10/29 13:00, workload=0.50, description=null, info=https://example.org/",OK
