timestamp,simple-path,time
2021-12-05 18:45:42.61,/master/welcome,818
2021-12-05 18:45:42.995,/master/welcome,307
2021-12-05 18:45:43.848,/master/sign-in,621
2021-12-05 18:45:45.464,/master/welcome,626
2021-12-05 18:46:05.546,/master/welcome,234
2021-12-05 18:46:06.315,/master/welcome,613
2021-12-05 18:46:06.798,/master/welcome,310
2021-12-05 18:46:07.157,/master/welcome,297
2021-12-05 18:46:07.97,/master/sign-in,626
2021-12-05 18:46:09.457,/master/welcome,604
2021-12-05 18:46:10.349,/administrator/dashboard/show,623
