timestamp,test-class,test-method,time,description,result
2021-12-14 17:47:21.846,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,listAndShowTest,145880,"[1] recordIndex=0, title=Trying a little test",OK
2021-12-14 17:47:28.073,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,listAndShowNegativeTest,5782,"[1] ",OK
2021-12-14 17:47:58.525,administrator.AdministratorConfigurationListTest,listAndShowTest,6822,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, threshold=0.10, language=English",OK
2021-12-14 17:48:05.652,administrator.AdministratorConfigurationListTest,listAndShowTest,6759,"[2] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=0.10, language=Español",OK
2021-12-14 17:48:39.514,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,9563,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, threshold=0.20, language=English",OK
2021-12-14 17:48:48.972,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,9079,"[2] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=0.10, language=English",OK
2021-12-14 17:48:58.647,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,9349,"[3] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, blood, threshold=0.20, language=English",OK
2021-12-14 17:49:09.476,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,10353,"[4] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=0.20, language=Español",OK
2021-12-14 17:49:19.499,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,9581,"[5] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, sangre, threshold=0.10, language=Español",OK
2021-12-14 17:49:29.311,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,9467,"[6] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, threshold=0.10, language=Español",OK
