timestamp,test-class,test-method,time,description,result
2021-12-05 18:28:27.296,administrator.AdministratorConfigurationListTest,listAndShowTest,7262,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, threshold=0.10, language=English",OK
2021-12-05 18:28:34.087,administrator.AdministratorConfigurationListTest,listAndShowTest,6310,"[2] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=0.10, language=Español",OK
2021-12-05 18:29:13.383,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,9418,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, threshold=0.20, language=English",OK
2021-12-05 18:29:22.397,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,8639,"[2] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=0.10, language=English",OK
2021-12-05 18:29:30.839,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,8095,"[3] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, blood, threshold=0.20, language=English",OK
2021-12-05 18:29:39.755,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,8604,"[4] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=0.20, language=Español",OK
2021-12-05 18:29:48.628,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,8508,"[5] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, sangre, threshold=0.10, language=Español",OK
2021-12-05 18:29:56.999,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,8012,"[6] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, threshold=0.10, language=Español",OK
2021-12-05 18:30:04.399,administrator.AdministratorConfigurationUpdateTest,updateNegativeTests,6883,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=-2, language=English",OK
2021-12-05 18:30:11.487,administrator.AdministratorConfigurationUpdateTest,updateNegativeTests,6753,"[2] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=2, language=English",OK
2021-12-05 18:30:18.551,administrator.AdministratorConfigurationUpdateTest,updateNegativeTests,6675,"[3] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=null, language=English",OK
2021-12-05 18:30:25.765,administrator.AdministratorConfigurationUpdateTest,updateNegativeTests,6914,"[4] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=-2, language=Español",OK
