timestamp,test-class,test-method,time,description,result
2021-09-10 10:30:20.372,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,3134,"[1] recordIndex=0, author=null, text=Draco dormiens nunquam titillandus, info=https://www.oracle.com/es/index.html, deadline=2021/10/03 00:00, budget=EUR 21.92",OK
2021-09-10 10:30:22.956,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2336,"[2] recordIndex=1, author=Albus Dumbledore, text=null, info=https://www.oracle.com/es/index.html, deadline=2021/10/03 00:00, budget=EUR 21.92",OK
2021-09-10 10:30:25.516,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2303,"[3] recordIndex=2, author=Albus Dumbledore, text=Draco dormiens nunquam titillandus, info=https://www.oracle.com/es/index.html, deadline=null, budget=EUR 21.92",OK
2021-09-10 10:30:28.079,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2311,"[4] recordIndex=3, author=Albus Dumbledore, text=Draco dormiens nunquam titillandus, info=https://www.oracle.com/es/index.html, deadline=2021/10/03 00:00, budget=null",OK
2021-09-10 10:30:30.649,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2332,"[5] recordIndex=4, author=Alb, text=Draco dormiens nunquam titillandus, info=https://www.oracle.com/es/index.html, deadline=2021/10/03 00:00, budget=EUR 21.92",OK
2021-09-10 10:30:33.213,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2326,"[6] recordIndex=5, author=Albus Dumbledore the greates wizard in all the entire world, text=Draco dormiens nunquam titillandus, info=https://www.oracle.com/es/index.html, deadline=2021/10/03 00:00, budget=EUR 21.92",OK
2021-09-10 10:30:35.935,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2486,"[7] recordIndex=6, author=Albus Dumbledore, text=Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec cursus ut sapien ac porttitor. Proin quis porta eros. Curabitur sodales iaculis tellus, eu interdum velit hendrerit laoreet. Quisque dui libero, viverra a posuere mattis, congue sit amet nibh. Curabitur ac molestie lacus. Pellentesque velit enim, euismod non sodales a, molestie id tortor. Pellentesque vitae mauris hendrerit, commodo tellus vitae, euismod nisi. Aenean feugiat ultrices metus vel eleifend. Donec quis luctus augue, vitae consectetu…, info=https://www.oracle.com/es/index.html, deadline=2021/10/03 00:00, budget=EUR 21.92",OK
2021-09-10 10:30:38.491,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2315,"[8] recordIndex=7, author=Albus Dumbledore, text=Draco dormiens nunquam titillandus, info=hola, deadline=2021/10/03 00:00, budget=EUR 21.92",OK
2021-09-10 10:30:41.079,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2347,"[9] recordIndex=8, author=Albus Dumbledore, text=Draco dormiens nunquam titillandus, info=https://www.oracle.com/es/index.html, deadline=2021/10/03, budget=EUR 21.92",OK
2021-09-10 10:30:43.664,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2333,"[10] recordIndex=9, author=Albus Dumbledore, text=Draco dormiens nunquam titillandus, info=https://www.oracle.com/es/index.html, deadline=2021/10/03 00:00, budget=EUR",OK
2021-09-10 10:30:46.259,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2372,"[11] recordIndex=10, author=Albus Dumbledore, text=Draco dormiens nunquam titillandus, info=https://www.oracle.com/es/index.html, deadline=2021/10/03 00:00, budget=21.92",OK
2021-09-10 10:30:48.853,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2356,"[12] recordIndex=11, author=Albus Dumbledore, text=Draco dormiens nunquam titillandus, info=https://www.oracle.com/es/index.html, deadline=2021/10/03 00:00, budget=Dollar 21.92",OK
2021-09-10 10:30:51.418,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2341,"[13] recordIndex=12, author=sex sex sex, text=Draco dormiens nunquam titillandus, info=https://www.oracle.com/es/index.html, deadline=2021/10/03 00:00, budget=EUR 21.92",OK
2021-09-10 10:30:53.999,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2349,"[14] recordIndex=13, author=Albus Dumbledore, text=Draco dormiens nunquam titillandus sex hard core, info=https://www.oracle.com/es/index.html, deadline=2021/10/03 00:00, budget=EUR 21.92",OK
2021-09-10 10:30:56.546,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2320,"[15] recordIndex=14, author=SEX SEX, text=Draco dormiens nunquam titillandus sex hard core, info=https://www.oracle.com/es/index.html, deadline=2021/10/03 00:00, budget=EUR 21.92",OK
2021-09-10 10:30:59.148,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2333,"[16] recordIndex=15, author=Sex SEX, text=Draco dormiens nunquam titillandus, info=https://www.oracle.com/es/index.html, deadline=2021/10/03 00:00, budget=GBP 21.92",OK
2021-09-10 10:31:01.733,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2348,"[17] recordIndex=16, author=Albus Dumbledore, text=Draco dormiens nunquam titillandus SEX HARD CORE, info=https://www.oracle.com/es/index.html, deadline=2021/10/03 00:00, budget=EUR 21.92",OK
2021-09-10 10:31:06.296,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4339,"[1] recordIndex=0, author=Albus Dumbledore, text=Draco dormiens nunquam titillandus, info=https://www.oracle.com/es/index.html, deadline=2021/11/03 00:00, budget=USD 21.92",OK
2021-09-10 10:31:08.874,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeDate,2335,"[1] recordIndex=0, author=Albus Dumbledore, text=Draco dormiens nunquam titillandus, info=https://www.oracle.com/es/index.html, marker=2020/06/01, deadline=2021/10/03 00:00, budget=EUR 21.92",OK
2021-09-10 10:31:11.421,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeDate,2309,"[2] recordIndex=1, author=Albus Dumbledore, text=Draco dormiens nunquam titillandus, info=https://www.oracle.com/es/index.html, marker=null, deadline=2021/10/03 00:00, budget=EUR 21.92",OK
2021-09-10 10:31:13.986,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegativeDate,2327,"[3] recordIndex=2, author=Albus Dumbledore, text=Draco dormiens nunquam titillandus, info=https://www.oracle.com/es/index.html, marker=asbd, deadline=2021/10/03 00:00, budget=EUR 21.92",OK
