timestamp,test-class,test-method,time,description,result
2021-12-14 15:49:04.793,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,listAndShowTest,142666,"[1] recordIndex=0, title=Trying a little test",OK
2021-12-14 15:49:10.541,acme.testing.authenticated.duty.AuthenticatedDutyListAndShowTest,listAndShowNegativeTest,5313,[1],OK
2021-12-14 15:49:40.672,administrator.AdministratorConfigurationListTest,listAndShowTest,8095,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, threshold=0.10, language=English",OK
2021-12-14 15:49:48.342,administrator.AdministratorConfigurationListTest,listAndShowTest,7203,"[2] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=0.10, language=Español",OK
2021-12-14 15:50:21.049,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,10694,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, threshold=0.20, language=English",OK
2021-12-14 15:50:31.773,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,10310,"[2] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=0.10, language=English",OK
2021-12-14 15:50:42.861,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,10570,"[3] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, million dollar, blood, threshold=0.20, language=English",OK
2021-12-14 15:50:52.651,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,9450,"[4] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=0.20, language=Español",OK
2021-12-14 15:51:02.461,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,9456,"[5] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, sangre, threshold=0.10, language=Español",OK
2021-12-14 15:51:11.905,administrator.AdministratorConfigurationUpdateTest,updatePositiveTests,9073,"[6] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, threshold=0.10, language=Español",OK
2021-12-14 15:51:19.813,administrator.AdministratorConfigurationUpdateTest,updateNegativeTests,7476,"[1] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=-2, language=English",OK
2021-12-14 15:51:27.136,administrator.AdministratorConfigurationUpdateTest,updateNegativeTests,6928,"[2] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=2, language=English",OK
2021-12-14 15:51:34.431,administrator.AdministratorConfigurationUpdateTest,updateNegativeTests,6935,"[3] recordIndex=0, words=sex, hard core, viagra, cialis, nigeria, you've won, threshold=null, language=English",OK
2021-12-14 15:51:41.892,administrator.AdministratorConfigurationUpdateTest,updateNegativeTests,7080,"[4] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=-2, language=Español",OK
2021-12-14 15:51:49.431,administrator.AdministratorConfigurationUpdateTest,updateNegativeTests,7185,"[5] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=2, language=Español",OK
2021-12-14 15:51:56.735,administrator.AdministratorConfigurationUpdateTest,updateNegativeTests,6972,"[6] recordIndex=1, words=sexo, duro, viagra, cialis, nigeria, has ganado, millón de dolares, threshold=null, language=Español",OK
2021-12-14 15:52:21.303,acme.testing.anonymous.duty.AnonymousDutyListAndShowTest,listAndShowTest,3742,"[1] recordIndex=0, title=Play Dark Souls Remastered, startTime=2022/06/30 11:20, endTime=2022/06/30 15:20, workload=2.50, description=I love the reign of Lordran, info=https://web.archive.org/web/20110205223704/http://www.fromsoftware.jp/darksouls/, isPublic=true, officer=officer1Officer",OK
2021-12-14 15:52:25.473,acme.testing.anonymous.duty.AnonymousDutyListAndShowTest,listAndShowTest,3711,"[2] recordIndex=1, title=Study biology, startTime=2022/06/10 11:30, endTime=2022/06/13 13:00, workload=1.15, description=I'm a mad scientist, info=null, isPublic=true, officer=officer1Officer",OK
2021-12-14 15:52:26.202,acme.testing.anonymous.duty.AnonymousDutyListAndShowTest,listAndShowNegativeTest,377,[1],OK
2021-12-14 15:52:26.934,acme.testing.anonymous.duty.AnonymousDutyListAndShowTest,listAndShowNegativeTest,333,[2],OK
2021-12-14 15:52:56.587,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,show,6775,"[1] ratioShoutMarked=1.00, ratioShoutZeroXx4=0.25, averageByXXA=40.23, averageByXXB=19.20, averageByGBP=69.69, deviationByXXA=40.23, deviationByXXB=0.00, deviationByGBP=0.00, averageNumberOfJobsPerEmployer=2.00, averageNumberOfApplicationsPerWorker=1.00, averageNumberOfApplicationsPerEmployer=0.50, numberOfDutiesPublic=2, numberOfDutiesPrivate=2, numberOfDutiesFinished=0, numberOfDutiesUnfinished=4, averageWorkload=1.37, deviationWorkload=0.81, maximumWorkload=2.50, minimumWorkload=0.25, averageExecutionPeriod=0.83, deviationExecutionPeriod=1.52, maximumExecutionPeriod=3.06, minimumExecutionPeriod=0.01",OK
2021-12-14 15:53:32.193,acme.testing.officer.duty.OfficerDutyListAndShowTest,listAll,9212,"[1] recordIndex=0, title=Play Dark Souls Remastered, startTime=2022/06/30 11:20, endTime=2022/06/30 15:20, workload=2.50, description=I love the reign of Lordran, info=https://web.archive.org/web/20110205223704/http://www.fromsoftware.jp/darksouls/",OK
2021-12-14 15:53:40.586,acme.testing.officer.duty.OfficerDutyListAndShowTest,listAll,7856,"[2] recordIndex=1, title=Do the dishes, startTime=2022/06/28 12:00, endTime=2022/06/28 12:15, workload=0.25, description=I don't want to..., info=https://www.bosch-home.es/",OK
2021-12-14 15:53:48.567,acme.testing.officer.duty.OfficerDutyListAndShowTest,listAll,7638,"[3] recordIndex=2, title=Study biology, startTime=2022/06/10 11:30, endTime=2022/06/13 13:00, workload=1.15, description=I'm a mad scientist, info=null",OK
2021-12-14 15:53:56.531,acme.testing.officer.duty.OfficerDutyListAndShowTest,listAll,7623,"[4] recordIndex=3, title=Do excercice, startTime=2022/06/08 14:00, endTime=2022/06/08 16:00, workload=1.59, description=Getting power!, info=null",OK
2021-12-14 15:54:34.27,acme.testing.officer.duty.OfficerDutyUpdateTest,updatePositive,13558,"[1] recordIndex=3, title=Ir al Lidl, startTime=2022/10/10 11:00, endTime=2022/10/10 13:00, workload=0.15, description=compra los ingredientes especiales de la semana italiana, info=https://www.lidl.es/",OK
2021-12-14 15:54:42.901,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,8301,"[1] recordIndex=3, title=null, startTime=2021/10/29 11:00, endTime=2021/10/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:54:59.136,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,15906,"[2] recordIndex=3, title=Go to Mercadona, startTime=null, endTime=2021/10/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:55:11.334,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,11746,"[3] recordIndex=3, title=Go to Mercadona, startTime=2021/10/29 11:00, endTime=null, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:55:20.195,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,8499,"[4] recordIndex=3, title=Go to Mercadona, startTime=2021/10/29 11:00, endTime=2021/10/29 13:00, workload=null, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:55:29.579,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,8968,"[5] recordIndex=3, title=Go to Mercadona, startTime=2021/10/29 11:00, endTime=2021/10/29 13:00, workload=0.50, description=null, info=https://example.org/",OK
2021-12-14 15:55:40.443,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,10456,"[6] recordIndex=3, title=4kEGLCZ11in6lMnACksASkgz0qgFxAg7WNcQfPd8LY2o7XOEYseFIl3BBhmlQbMR8fJNjGiuK7AS7ynMA3FcCPB8UM, startTime=2021/10/29 11:00, endTime=2021/10/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:55:49.56,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,8486,"[7] recordIndex=3, title=Go to Mercadona, startTime=2020/10/29 11:00, endTime=2021/10/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:56:00.522,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,10569,"[8] recordIndex=3, title=Go to Mercadona, startTime=2020/10/29 11:00, endTime=2020/10/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:56:10.81,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,9430,"[9] recordIndex=3, title=Go to Mercadona, startTime=2021/10/29 11:00, endTime=2021/10/28 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:56:21.186,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,9842,"[10] recordIndex=3, title=Go to Mercadona, startTime=2021/10/29 11:00, endTime=2021/10/29 13:00, workload=50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:56:30.99,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,9429,"[11] recordIndex=3, title=Go to Mercadona, startTime=2021/10/29 11:00, endTime=2021/10/29 13:00, workload=0.50, description=8KjqE4LanMbAMbJ9SD6ZmQlLqfXTrUZRtyJ0xHVVoMQt9sdi1v5gXhAPZvkM0csMUhTM1Pw910gY3eiEB6k0h7Azt5zxdW3y4NEJo0hZ1GaxnvXbD5b4qGDcj1njjW07Jc54Hq0GxrBsxyMRhvqJAU1RGqBhMGSf1fKUmi19EolIBlEJIzoXV4Tbku1apNVbtd6KxfFW3E8lhWbe3pmKiocMJ73c4EKpnEsMo2lVSAinVHKHT5OsRM27VBZ9VIqQk61m6O53KpO5tMrTjgQcRQU89ssLOxCkyURH8CHOUEX7ioJip4wibusfznx3lHZd2MI5DfKMYwGJmH2W2WAGUY3hMvyZMDBNRTTPp5xdGAtuq2IrAqFaVukBXCQu12zW1GOdznsvTeIe3qvIbADER2peIvaZ5IFBCy8imFuy6Ww3XiITedhwXjyXWzV3pTIq2cHD4fZsm4HP3p6yR43k7Ucp9q0DzWF7GEHCO3eMwLWEmROMdRxE5v6udJ44kld…, info=https://example.org/",OK
2021-12-14 15:56:42.021,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,10574,"[12] recordIndex=3, title=Go to Mercadona, startTime=2021/10/29 11:00, endTime=2021/10/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=aaaaaaaaa",OK
2021-12-14 15:56:53.22,acme.testing.officer.duty.OfficerDutyUpdateTest,updateNegative,10773,"[13] recordIndex=3, title=Go to Mercadona, startTime=2021/10/29 11:00, endTime=2021/10/29 13:00, workload=0.5, description=you've won two million dollar, info=https://example.org/",OK
2021-12-14 15:57:26.717,acme.testing.officer.duty.OfficerDutyDeleteTest,delete,8487,[1] recordIndex=0,OK
2021-12-14 15:57:35.371,acme.testing.officer.duty.OfficerDutyDeleteTest,delete,8240,[2] recordIndex=0,OK
2021-12-14 15:57:43.857,acme.testing.officer.duty.OfficerDutyDeleteTest,delete,8014,[3] recordIndex=0,OK
2021-12-14 15:57:52.141,acme.testing.officer.duty.OfficerDutyDeleteTest,delete,7902,[4] recordIndex=0,OK
2021-12-14 15:58:29.841,acme.testing.officer.duty.OfficerDutyCreateTest,createPositiveIsPublic,12405,"[1] recordIndex=4, title=Go to Mercadona, startTime=2022/12/29 11:00, endTime=2022/12/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:58:42.186,acme.testing.officer.duty.OfficerDutyCreateTest,createPositiveIsPrivate,11952,"[1] recordIndex=4, title=Go to Mercadona, startTime=2022/12/29 11:00, endTime=2022/12/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:58:50.622,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,7983,"[1] recordIndex=0, title=null, startTime=2021/10/29 11:00, endTime=2021/10/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:58:59.002,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,7937,"[2] recordIndex=0, title=Go to Mercadona, startTime=null, endTime=2021/10/29 13:00, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:59:07.433,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,8039,"[3] recordIndex=0, title=Go to Mercadona, startTime=2021/10/29 11:00, endTime=null, workload=0.50, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
2021-12-14 15:59:16.935,acme.testing.officer.duty.OfficerDutyCreateTest,createNegative,8963,"[4] recordIndex=0, title=Go to Mercadona, startTime=2021/10/29 11:00, endTime=2021/10/29 13:00, workload=null, description=Compra Huevos y jamon porfa, info=https://example.org/",OK
